"x","y","class"
2.87533315789495,3.33717904370917,"D"
3.22047375192861,3.28121211450969,"D"
3.14455764631215,3.17040827868271,"D"
3.00721001741666,3.0344691628998,"D"
3.26581204468929,2.94840580470474,"D"
2.93554122918455,2.51079132053767,"D"
2.82826320756877,3.07781280832822,"D"
2.43964952379871,3.43454356719186,"D"
3.00756879038198,3.02876078299454,"D"
3.10945972472382,3.61230312219813,"D"
2.87427295981742,2.85005348555257,"D"
3.11353765471922,2.98258108019253,"D"
3.09496222680902,3.1857447906571,"D"
2.71093423142339,2.86492927709088,"D"
3.25971225442103,3.03863733873318,"D"
3.29062069205887,2.82641531553875,"D"
2.90773351631662,2.67638849264388,"D"
3.08590177393723,2.78778168183259,"D"
3.04268891545877,3.37822148407176,"D"
3.19430251281393,3.25329806543233,"D"
2.70963421969488,3.2391836499081,"D"
3.04868890134489,3.11206969749114,"D"
3.06492318032779,2.74986496015756,"D"
2.87447481105887,3.14185789433982,"D"
3.01085813404041,3.54208250069976,"D"
2.41675734065808,2.80918607271761,"D"
2.79853613414428,3.59695149051854,"D"
3.20615100092407,2.85946826281685,"D"
2.60123350806664,3.19075814920014,"D"
3.37403266510056,3.121879905811,"D"
3.07471486444788,2.86022758957658,"D"
3.01400861027528,3.10710379271553,"D"
2.98033097478603,3.26028570689148,"D"
2.84007154849142,3.24367931868645,"D"
2.91605087937687,2.78409953936895,"D"
3.01495634491663,2.87379794089148,"D"
3.340607482111,3.17993030286279,"D"
2.87675419593817,3.0713806242193,"D"
2.71450918248983,2.8538978787283,"D"
3.12560502296714,3.12724280415538,"D"
3.06701711818534,2.74890316361323,"D"
3.52444123971829,2.88627528329981,"D"
3.09976620129997,2.91652618233797,"D"
3.3976224959197,3.06116001162584,"D"
2.97318193731133,2.69865562721008,"D"
3.18511773251587,2.63515641312949,"D"
2.98033954441376,3.09353649676778,"D"
3.08530377392401,3.04154770512199,"D"
2.50716994169316,3.34924998546967,"D"
2.9693410880378,2.74489026067896,"D"
3.22821956531214,3.07224522188862,"D"
3.09440399655297,3.48968102762119,"D"
2.88984727088239,3.00405034300645,"D"
3.38651895091834,2.39416389589507,"D"
3.37676053193855,2.62765887089785,"D"
3.09631244096551,2.86638807119229,"D"
3.10895810984201,2.97898989978817,"D"
2.63295325751983,3.04218949144994,"D"
2.8316939068277,2.95026668617943,"D"
2.71265862854532,3.31194848224201,"D"
2.92540427477617,3.10819085819787,"D"
3.06772047107026,2.98087831291782,"D"
3.10484923850613,2.9651260648944,"D"
2.77475197048609,2.93969422070371,"D"
3.18675282157343,2.80132540519704,"D"
3.34284765857816,3.23833178110794,"D"
3.19567747174817,2.73705706211227,"D"
2.35033711268573,2.80182930179312,"D"
2.63861665135464,3.59918251376854,"D"
3.02618435673664,2.7259448125255,"D"
3.05099421599186,3.08299038695073,"D"
2.84279375397085,2.6529541635795,"D"
2.73243647366275,3.30357405069639,"D"
2.77029366637187,2.74844018504983,"D"
2.96334841493694,2.85857413828738,"D"
3.17079223199853,3.01632154358806,"D"
2.76143821991109,2.75415823287597,"D"
2.94147062231794,2.6251672467048,"D"
2.84222623167836,2.89407252658182,"D"
3.10345802098751,2.74476835704377,"D"
